var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
SurveyID,survey_landscaper_waters,0.319,0.102,Yes,0.000,368
SurveyID,survey_well,-0.022,0.000,No,0.385,1539
SurveyID,survey_canal_ditch,0.028,0.001,No,0.273,1539
SurveyID,survey_stream,-0.044,0.002,No,0.084,1539
SurveyID,survey_rain_barrel,0.013,0.000,No,0.614,1539
SurveyID,survey_roof_direction,-0.000,0.000,No,0.986,1539
SurveyID,survey_gray_water,-0.004,0.000,No,0.868,1539
SurveyID,survey_landscape_turf,0.095,0.009,Yes,0.000,1539
SurveyID,survey_landscape_trees_and_shrubs,0.309,0.096,Yes,0.000,1539
SurveyID,survey_garden_veggie,-0.009,0.000,No,0.722,1539
SurveyID,survey_garden_flower,-0.010,0.000,No,0.702,1539
SurveyID,survey_landscape_low_water,0.428,0.183,Yes,0.000,1539
SurveyID,survey_landscape_nonirrigated,0.331,0.110,Yes,0.000,1539
SurveyID,survey_irrigation_inground,0.292,0.085,Yes,0.000,1143
SurveyID,survey_irrigation_inground_timer,0.422,0.178,Yes,0.000,1539
SurveyID,survey_irrigation_inground_master,0.232,0.054,Yes,0.000,1539
SurveyID,survey_irrigation_inground_bfp,0.250,0.062,Yes,0.000,1539
SurveyID,survey_irrigation_inground_drip,0.422,0.178,Yes,0.000,1539
SurveyID,survey_irrigation_manual_override,0.159,0.025,Yes,0.000,1539
SurveyID,survey_irrigation_sensor_soil,0.019,0.000,No,0.463,1539
SurveyID,survey_irrigation_sensor_rain,0.028,0.001,No,0.276,1539
SurveyID,survey_irrigation_inground_timer_adjusted,-0.076,0.006,Yes,0.040,727
SurveyID,survey_irrigation_inground_wbic,0.059,0.003,Yes,0.022,1539
SurveyID,survey_spa_or_hot_tub_outdoor,0.293,0.086,Yes,0.000,1521
SurveyID,survey_water_feature_outdoor,0.129,0.017,No,0.095,170
SurveyID,survey_pool,0.547,0.299,Yes,0.000,1394
SurveyID,survey_pool_fill_automatic,0.463,0.215,Yes,0.000,207
SurveyID,survey_pool_cover_chemical,0.000,0.000,No,1.000,209
SurveyID,survey_pool_cover,-0.659,0.434,Yes,0.000,209
SurveyID,survey_pool_cover_overnight,-0.652,0.426,Yes,0.000,209
SurveyID,survey_program_participation_3,-0.049,0.002,No,0.055,1513
SurveyID,survey_conservation_last_few,0.094,0.009,Yes,0.000,1452
SurveyID,survey_giveaway_3,-0.004,0.000,No,0.870,1539
SurveyID,survey_retrofit_rebate_3,0.003,0.000,No,0.916,1539
SurveyID,survey_landscape_rebate_3,0.074,0.005,Yes,0.004,1539
SurveyID,survey_followed_guidelines,-0.069,0.005,Yes,0.007,1539
SurveyID,survey_replaced_clothes_washer_HE,0.088,0.008,Yes,0.001,1539
SurveyID,survey_conservation_shower_short,-0.074,0.005,Yes,0.004,1539
SurveyID,survey_replaced_showerheads_LF,0.060,0.004,Yes,0.019,1539
SurveyID,survey_toilet_inserts,-0.059,0.003,Yes,0.020,1539
SurveyID,survey_replaced_toilets_last_few,0.056,0.003,Yes,0.027,1539
SurveyID,survey_disposal_used_less,0.121,0.015,Yes,0.000,1539
SurveyID,survey_dishwasher_used_less,0.110,0.012,Yes,0.000,1539
SurveyID,survey_clothes_washer_used_less,0.019,0.000,No,0.465,1539
SurveyID,survey_faucet_drips_repaired,0.004,0.000,No,0.879,1539
SurveyID,survey_audit_last_few,0.057,0.003,Yes,0.025,1539
SurveyID,survey_shower_bucket,-0.049,0.002,No,0.053,1539
SurveyID,survey_replaced_dishwasher_HE,0.153,0.023,Yes,0.000,1539
SurveyID,survey_car_washed_less_often,-0.066,0.004,Yes,0.009,1539
SurveyID,survey_irrigation_less_often,-0.004,0.000,No,0.890,1539
SurveyID,survey_irrigation_avoid_heat,0.037,0.001,No,0.152,1539
SurveyID,survey_landscape_low_water_last_few,0.202,0.041,Yes,0.000,1539
SurveyID,survey_irrigation_timer_shortened_last_few,0.180,0.032,Yes,0.000,1539
SurveyID,survey_leak_irrigation_repaired,0.264,0.070,Yes,0.000,1539
SurveyID,survey_irrigation_inground_monitor,0.237,0.056,Yes,0.000,1539
SurveyID,survey_irrigation_inground_cycle,0.013,0.000,No,0.609,1539
SurveyID,survey_gray_water_last_few,-0.005,0.000,No,0.845,1539
SurveyID,survey_rain_barrel_last_few,0.016,0.000,No,0.539,1539
SurveyID,survey_household_pays,0.015,0.000,No,0.553,1521
SurveyID,survey_renter,-0.026,0.001,No,0.318,1518
SurveyID,survey_homies,0.066,0.004,Yes,0.010,1505
SurveyID,survey_adults_employed,-0.090,0.008,Yes,0.000,1511
SurveyID,survey_baths_per_week,-0.206,0.042,Yes,0.000,1513
SurveyID,survey_showers_not_at_home,0.002,0.000,No,0.933,1514
SurveyID,survey_participant,0.000,0.000,No,0.986,1539
SurveyID,DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,0.108,0.012,Yes,0.020,461
SurveyID,Ifyouhavealawndoyouoverseedforatemporarywinterlawn,0.120,0.014,No,0.070,228
SurveyID,WHATTERMWOULDYOUPREFERTOUSEWHENDESCRIBINGALANDSCAPEAP,-0.011,0.000,No,0.843,334
SurveyID,Wheredoyouthinkhomeownersusethemostwater,-0.029,0.001,No,0.588,344
SurveyID,survey_hot_water_waiting,0.181,0.033,Yes,0.000,1341
SurveyID,survey_hot_water_wait_bother,0.138,0.019,Yes,0.000,1362
SurveyID,survey_landscaper,0.340,0.116,Yes,0.000,1137
SurveyID,survey_manual_irrigation_pct,-0.225,0.051,Yes,0.000,1143
SurveyID,survey_spa_or_hot_tub_outdoor_filled,0.247,0.061,Yes,0.001,172
SurveyID,survey_car_washed,-0.146,0.021,Yes,0.000,1514
SurveyID,survey_walk_washed,0.021,0.000,No,0.414,1477
SurveyID,survey_drought,-0.062,0.004,Yes,0.017,1496
SurveyID,survey_highest_grade,0.262,0.069,Yes,0.000,1504
SurveyID,reuws2_attitude_A,-0.104,0.011,Yes,0.000,1485
SurveyID,reuws2_attitude_B,-0.021,0.000,No,0.419,1482
SurveyID,reuws2_attitude_C,-0.055,0.003,Yes,0.037,1471
SurveyID,reuws2_attitude_D,-0.021,0.000,No,0.413,1492
SurveyID,reuws2_attitude_E,-0.105,0.011,Yes,0.000,1481
SurveyID,reuws2_attitude_F,-0.196,0.039,Yes,0.000,1512
SurveyID,reuws2_attitude_G,-0.182,0.033,Yes,0.000,1504
SurveyID,reuws2_attitude_H,-0.247,0.061,Yes,0.000,1443
SurveyID,reuws2_attitude_I,0.037,0.001,No,0.159,1441
SurveyID,reuws2_attitude_J,0.017,0.000,No,0.519,1471
SurveyID,reuws2_attitude_K,-0.049,0.002,No,0.058,1479
SurveyID,reuws2_attitude_L,0.057,0.003,Yes,0.029,1468
SurveyID,reuws2_attitude_M,-0.162,0.026,Yes,0.000,1498
SurveyID,reuws2_attitude_N,-0.094,0.009,Yes,0.000,1491
SurveyID,reuws2_attitude_O,-0.035,0.001,No,0.179,1495
SurveyID,reuws2_attitude_P,-0.030,0.001,No,0.253,1484
SurveyID,reuws2_attitude_Q,-0.033,0.001,No,0.203,1478
SurveyID,reuws2_attitude_R,-0.087,0.008,Yes,0.001,1481
SurveyID,reuws2_attitude_S,-0.024,0.001,No,0.358,1482
SurveyID,PctSeasonal,0.117,0.014,Yes,0.000,2925
SurveyID,Inwhatyeardidyoumovetothishome,0.092,0.009,Yes,0.000,1491
SurveyID,TotalPersonsinHousehold,-0.087,0.008,Yes,0.001,1493
SurveyID,survey_year,0.000,0.000,No,1.000,1539
SurveyID,survey_other_sources_pct,-0.118,0.014,No,0.272,89
SurveyID,survey_year_built,0.100,0.010,Yes,0.000,1493
SurveyID,survey_age_of_home,-0.100,0.010,Yes,0.000,1493
SurveyID,survey_years_in_home,-0.092,0.009,Yes,0.000,1491
SurveyID,survey_income,0.337,0.114,Yes,0.000,1329
SurveyID,PremiseYear,0.059,0.003,No,0.062,1010
SurveyID,RandomSequence,-0.000,0.000,No,0.982,3938
SurveyID,NormalizedAnnual,-0.005,0.000,No,0.751,3935
SurveyID,NormalizedNonseasonal,-0.009,0.000,No,0.645,2924
SurveyID,NormalizedSeasonal,-0.002,0.000,No,0.910,2793
SurveyID,StandardizedAnnualresidualbyfamily,0.010,0.000,No,0.701,1493
SurveyID,StandardizedNonseasonalresidualbyfamily,-0.030,0.001,No,0.301,1161
SurveyID,StandardizedSeasonalresidualbyfamily,0.012,0.000,No,0.681,1124
Log_AnnualKgal_Bin,DOMEMBERSOFYOURHOUSEHOLDDRINKWATERFROMYOURTAPORDOYOU,0.073,0.005,No,0.164,363
Log_AnnualKgal_Bin,Isyourtapwaterclearandfreeofdiscoloration,0.044,0.002,No,0.406,361
Log_AnnualKgal_Bin,HOWWOULDYOURANKYOURDIRECTCUSTOMERSERVICEEXPERIENCEWITH,-0.054,0.003,No,0.303,360
Log_AnnualKgal_Bin,DOYOUTRUSTTHATTHETAPWATERDELIVEREDTOYOURHOMEISSAFET,0.062,0.004,No,0.239,365
Log_AnnualKgal_Bin,Howmanybedroomsdoesthishousehave,0.328,0.108,Yes,0.000,1523
Log_AnnualKgal_Bin,Adultsincludingyouage18,0.318,0.101,Yes,0.000,1493
Log_AnnualKgal_Bin,Teenagersage1317,0.170,0.029,Yes,0.000,1493
Log_AnnualKgal_Bin,Childrenage312,0.149,0.022,Yes,0.000,1493
Log_AnnualKgal_Bin,InfantsorToddlersunderage3,0.002,0.000,No,0.947,1493
Log_AnnualKgal_Bin,IndicatorofeachfirstmatchingcaseasPrimary,0.000,0.000,No,1.000,1539
Log_AnnualKgal_Bin,survey_number_of_toilets,0.355,0.126,Yes,0.000,1519
Log_AnnualKgal_Bin,survey_number_of_bathtub_showers,0.065,0.004,Yes,0.013,1478
Log_AnnualKgal_Bin,survey_number_of_bathtub_only,0.056,0.003,No,0.079,993
Log_AnnualKgal_Bin,survey_number_of_whirlpools,0.236,0.056,Yes,0.000,968
Log_AnnualKgal_Bin,survey_number_of_shower_only,0.202,0.041,Yes,0.000,1317
Log_AnnualKgal_Bin,survey_number_of_utility_sink,0.189,0.036,Yes,0.000,1095
Log_AnnualKgal_Bin,survey_number_of_bathtubs,0.071,0.005,Yes,0.006,1498
Log_AnnualKgal_Bin,survey_number_of_showers,0.250,0.063,Yes,0.000,1515
Log_AnnualKgal_Bin,survey_disposal,0.094,0.009,Yes,0.000,1515
Log_AnnualKgal_Bin,survey_ice_maker,0.190,0.036,Yes,0.000,1497
Log_AnnualKgal_Bin,survey_dishwasher,0.118,0.014,Yes,0.000,1521
Log_AnnualKgal_Bin,survey_clothes_washer_HE,0.085,0.007,Yes,0.001,1473
Log_AnnualKgal_Bin,survey_hot_water_tankless,0.019,0.000,No,0.464,1424
Log_AnnualKgal_Bin,survey_hot_water_on_demand,0.118,0.014,Yes,0.000,1407
Log_AnnualKgal_Bin,survey_evap_cooler,-0.008,0.000,No,0.767,1435
Log_AnnualKgal_Bin,survey_humidifier,0.128,0.016,Yes,0.000,1443
Log_AnnualKgal_Bin,survey_treatment,0.095,0.009,Yes,0.000,1448
Log_AnnualKgal_Bin,survey_aquarium,0.073,0.005,Yes,0.006,1442
Log_AnnualKgal_Bin,survey_pets,0.084,0.007,Yes,0.001,1471
Log_AnnualKgal_Bin,survey_spa_indoor,0.086,0.007,Yes,0.001,1442
Log_AnnualKgal_Bin,survey_water_feature_indoor,0.086,0.007,Yes,0.001,1443
Log_AnnualKgal_Bin,survey_greenhouse_indoor,0.057,0.003,Yes,0.030,1438
Log_AnnualKgal_Bin,survey_other_features,0.033,0.001,No,0.212,1398
Log_AnnualKgal_Bin,survey_number_of_toilets_GT16,0.128,0.016,Yes,0.000,889
Log_AnnualKgal_Bin,survey_number_of_toilets_16,0.125,0.016,Yes,0.000,829
Log_AnnualKgal_Bin,survey_number_of_toilets_HET,0.066,0.004,No,0.097,640
Log_AnnualKgal_Bin,survey_number_of_toilets_dual,0.100,0.010,Yes,0.024,510
Log_AnnualKgal_Bin,survey_number_of_showers_hydra,0.076,0.006,Yes,0.004,1445
Log_AnnualKgal_Bin,survey_number_of_showers_rain,0.057,0.003,Yes,0.037,1348
Log_AnnualKgal_Bin,survey_number_of_showers_spray,0.020,0.000,No,0.448,1394
Log_AnnualKgal_Bin,survey_replaced_toilets_10,0.022,0.000,No,0.395,1467
Log_AnnualKgal_Bin,survey_replaced_showerheads_10,0.050,0.002,No,0.056,1485
Log_AnnualKgal_Bin,survey_replaced_clothes_washer_10,0.100,0.010,Yes,0.000,1486
Log_AnnualKgal_Bin,survey_replaced_dishwasher_10,0.111,0.012,Yes,0.000,1457
Log_AnnualKgal_Bin,survey_leak_toilet,0.061,0.004,Yes,0.017,1539
Log_AnnualKgal_Bin,survey_faucet_drips,0.011,0.000,No,0.675,1539
Log_AnnualKgal_Bin,survey_leak_pool,0.053,0.003,Yes,0.038,1539
Log_AnnualKgal_Bin,survey_leak_irrigation,0.139,0.019,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_leak_other,0.009,0.000,No,0.735,1539
Log_AnnualKgal_Bin,survey_hot_water_gas,0.010,0.000,No,0.700,1539
Log_AnnualKgal_Bin,survey_hot_water_electric,-0.010,0.000,No,0.703,1539
Log_AnnualKgal_Bin,survey_hot_water_propane,-0.020,0.000,No,0.436,1539
Log_AnnualKgal_Bin,survey_hot_water_solar,0.023,0.001,No,0.377,1539
Log_AnnualKgal_Bin,survey_hot_water_wait,0.007,0.000,No,0.796,1497
Log_AnnualKgal_Bin,survey_hot_water_wait_kitchen,-0.104,0.011,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_hot_water_wait_master_bath,0.075,0.006,Yes,0.003,1539
Log_AnnualKgal_Bin,survey_hot_water_wait_other_bath,0.037,0.001,No,0.151,1539
Log_AnnualKgal_Bin,survey_hot_water_wait_other_room,0.014,0.000,No,0.587,1539
Log_AnnualKgal_Bin,survey_irrigation,0.186,0.035,Yes,0.000,1502
Log_AnnualKgal_Bin,survey_landscape_no_maintenance,-0.053,0.003,No,0.074,1137
Log_AnnualKgal_Bin,survey_landscaper_waters,-0.150,0.023,Yes,0.004,368
Log_AnnualKgal_Bin,survey_well,0.025,0.001,No,0.322,1539
Log_AnnualKgal_Bin,survey_canal_ditch,-0.080,0.006,Yes,0.002,1539
Log_AnnualKgal_Bin,survey_stream,-0.017,0.000,No,0.493,1539
Log_AnnualKgal_Bin,survey_rain_barrel,-0.006,0.000,No,0.810,1539
Log_AnnualKgal_Bin,survey_roof_direction,-0.008,0.000,No,0.759,1539
Log_AnnualKgal_Bin,survey_gray_water,0.008,0.000,No,0.767,1539
Log_AnnualKgal_Bin,survey_landscape_turf,0.204,0.042,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_landscape_trees_and_shrubs,0.175,0.031,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_garden_veggie,0.088,0.008,Yes,0.001,1539
Log_AnnualKgal_Bin,survey_garden_flower,0.167,0.028,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_landscape_low_water,0.087,0.008,Yes,0.001,1539
Log_AnnualKgal_Bin,survey_landscape_nonirrigated,0.108,0.012,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_inground,0.334,0.112,Yes,0.000,1143
Log_AnnualKgal_Bin,survey_irrigation_inground_timer,0.326,0.106,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_inground_master,0.215,0.046,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_inground_bfp,0.229,0.053,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_inground_drip,0.172,0.029,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_manual_override,0.228,0.052,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_sensor_soil,0.001,0.000,No,0.975,1539
Log_AnnualKgal_Bin,survey_irrigation_sensor_rain,0.075,0.006,Yes,0.003,1539
Log_AnnualKgal_Bin,survey_irrigation_inground_timer_adjusted,0.038,0.001,No,0.305,727
Log_AnnualKgal_Bin,survey_irrigation_inground_wbic,0.097,0.009,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_spa_or_hot_tub_outdoor,0.096,0.009,Yes,0.000,1521
Log_AnnualKgal_Bin,survey_water_feature_outdoor,0.301,0.091,Yes,0.000,170
Log_AnnualKgal_Bin,survey_pool,0.159,0.025,Yes,0.000,1394
Log_AnnualKgal_Bin,survey_pool_fill_automatic,0.016,0.000,No,0.821,207
Log_AnnualKgal_Bin,survey_pool_cover_chemical,0.000,0.000,No,1.000,209
Log_AnnualKgal_Bin,survey_pool_cover,0.138,0.019,Yes,0.047,209
Log_AnnualKgal_Bin,survey_pool_cover_overnight,0.120,0.014,No,0.083,209
Log_AnnualKgal_Bin,survey_program_participation_3,0.011,0.000,No,0.672,1513
Log_AnnualKgal_Bin,survey_conservation_last_few,0.038,0.001,No,0.152,1452
Log_AnnualKgal_Bin,survey_giveaway_3,-0.043,0.002,No,0.094,1539
Log_AnnualKgal_Bin,survey_retrofit_rebate_3,0.030,0.001,No,0.246,1539
Log_AnnualKgal_Bin,survey_landscape_rebate_3,0.031,0.001,No,0.223,1539
Log_AnnualKgal_Bin,survey_followed_guidelines,0.002,0.000,No,0.931,1539
Log_AnnualKgal_Bin,survey_replaced_clothes_washer_HE,0.077,0.006,Yes,0.002,1539
Log_AnnualKgal_Bin,survey_conservation_shower_short,0.005,0.000,No,0.847,1539
Log_AnnualKgal_Bin,survey_replaced_showerheads_LF,0.009,0.000,No,0.735,1539
Log_AnnualKgal_Bin,survey_toilet_inserts,-0.010,0.000,No,0.695,1539
Log_AnnualKgal_Bin,survey_replaced_toilets_last_few,-0.005,0.000,No,0.851,1539
Log_AnnualKgal_Bin,survey_disposal_used_less,-0.005,0.000,No,0.851,1539
Log_AnnualKgal_Bin,survey_dishwasher_used_less,0.030,0.001,No,0.245,1539
Log_AnnualKgal_Bin,survey_clothes_washer_used_less,0.007,0.000,No,0.788,1539
Log_AnnualKgal_Bin,survey_faucet_drips_repaired,0.069,0.005,Yes,0.007,1539
Log_AnnualKgal_Bin,survey_audit_last_few,0.035,0.001,No,0.168,1539
Log_AnnualKgal_Bin,survey_shower_bucket,-0.039,0.002,No,0.126,1539
Log_AnnualKgal_Bin,survey_replaced_dishwasher_HE,0.103,0.011,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_car_washed_less_often,0.006,0.000,No,0.807,1539
Log_AnnualKgal_Bin,survey_irrigation_less_often,-0.018,0.000,No,0.487,1539
Log_AnnualKgal_Bin,survey_irrigation_avoid_heat,0.080,0.006,Yes,0.002,1539
Log_AnnualKgal_Bin,survey_landscape_low_water_last_few,0.045,0.002,No,0.076,1539
Log_AnnualKgal_Bin,survey_irrigation_timer_shortened_last_few,0.226,0.051,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_leak_irrigation_repaired,0.225,0.051,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_inground_monitor,0.220,0.048,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_irrigation_inground_cycle,0.098,0.010,Yes,0.000,1539
Log_AnnualKgal_Bin,survey_gray_water_last_few,-0.067,0.005,Yes,0.008,1539
Log_AnnualKgal_Bin,survey_rain_barrel_last_few,-0.039,0.001,No,0.129,1539
Log_AnnualKgal_Bin,survey_household_pays,0.023,0.001,No,0.374,1521
Log_AnnualKgal_Bin,survey_renter,-0.039,0.002,No,0.131,1518
Log_AnnualKgal_Bin,survey_homies,0.164,0.027,Yes,0.000,1505
Log_AnnualKgal_Bin,survey_adults_employed,0.113,0.013,Yes,0.000,1511
Log_AnnualKgal_Bin,survey_baths_per_week,0.055,0.003,Yes,0.031,1513
Log_AnnualKgal_Bin,survey_showers_not_at_home,0.022,0.000,No,0.391,1514
Log_AnnualKgal_Bin,survey_participant,0.004,0.000,No,0.863,1539
Log_AnnualKgal_Bin,DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,0.116,0.014,Yes,0.013,461
Log_AnnualKgal_Bin,Ifyouhavealawndoyouoverseedforatemporarywinterlawn,-0.207,0.043,Yes,0.002,228
Log_AnnualKgal_Bin,WHATTERMWOULDYOUPREFERTOUSEWHENDESCRIBINGALANDSCAPEAP,-0.063,0.004,No,0.251,334
Log_AnnualKgal_Bin,Wheredoyouthinkhomeownersusethemostwater,0.096,0.009,No,0.076,344
Log_AnnualKgal_Bin,survey_hot_water_waiting,0.008,0.000,No,0.764,1341
Log_AnnualKgal_Bin,survey_hot_water_wait_bother,0.032,0.001,No,0.231,1362
Log_AnnualKgal_Bin,survey_landscaper,0.078,0.006,Yes,0.008,1137
Log_AnnualKgal_Bin,survey_manual_irrigation_pct,-0.285,0.081,Yes,0.000,1143
Log_AnnualKgal_Bin,survey_spa_or_hot_tub_outdoor_filled,0.026,0.001,No,0.735,172
Log_AnnualKgal_Bin,survey_car_washed,-0.032,0.001,No,0.217,1514
Log_AnnualKgal_Bin,survey_walk_washed,0.047,0.002,No,0.074,1477
Log_AnnualKgal_Bin,survey_drought,-0.016,0.000,No,0.546,1496
Log_AnnualKgal_Bin,survey_highest_grade,0.069,0.005,Yes,0.007,1504
Log_AnnualKgal_Bin,reuws2_attitude_A,0.053,0.003,Yes,0.041,1485
Log_AnnualKgal_Bin,reuws2_attitude_B,0.030,0.001,No,0.243,1482
Log_AnnualKgal_Bin,reuws2_attitude_C,0.058,0.003,Yes,0.025,1471
Log_AnnualKgal_Bin,reuws2_attitude_D,-0.089,0.008,Yes,0.001,1492
Log_AnnualKgal_Bin,reuws2_attitude_E,-0.055,0.003,Yes,0.034,1481
Log_AnnualKgal_Bin,reuws2_attitude_F,-0.007,0.000,No,0.800,1512
Log_AnnualKgal_Bin,reuws2_attitude_G,-0.006,0.000,No,0.820,1504
Log_AnnualKgal_Bin,reuws2_attitude_H,-0.021,0.000,No,0.421,1443
Log_AnnualKgal_Bin,reuws2_attitude_I,-0.055,0.003,Yes,0.036,1441
Log_AnnualKgal_Bin,reuws2_attitude_J,-0.165,0.027,Yes,0.000,1471
Log_AnnualKgal_Bin,reuws2_attitude_K,-0.030,0.001,No,0.254,1479
Log_AnnualKgal_Bin,reuws2_attitude_L,-0.057,0.003,Yes,0.029,1468
Log_AnnualKgal_Bin,reuws2_attitude_M,0.003,0.000,No,0.916,1498
Log_AnnualKgal_Bin,reuws2_attitude_N,-0.097,0.009,Yes,0.000,1491
Log_AnnualKgal_Bin,reuws2_attitude_O,-0.056,0.003,Yes,0.031,1495
Log_AnnualKgal_Bin,reuws2_attitude_P,-0.168,0.028,Yes,0.000,1484
Log_AnnualKgal_Bin,reuws2_attitude_Q,-0.065,0.004,Yes,0.013,1478
Log_AnnualKgal_Bin,reuws2_attitude_R,-0.088,0.008,Yes,0.001,1481
Log_AnnualKgal_Bin,reuws2_attitude_S,-0.043,0.002,No,0.095,1482
Log_AnnualKgal_Bin,PctSeasonal,0.320,0.102,Yes,0.000,2925
Log_AnnualKgal_Bin,Inwhatyeardidyoumovetothishome,0.009,0.000,No,0.726,1491
