var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
TotalPersonsinHousehold,survey_replaced_dishwasher_HE,0.012,0.000,No,0.643,1493
TotalPersonsinHousehold,survey_replaced_showerheads_10,0.015,0.000,No,0.568,1447
TotalPersonsinHousehold,survey_replaced_showerheads_LF,-0.015,0.000,No,0.565,1493
TotalPersonsinHousehold,survey_replaced_toilets_10,-0.013,0.000,No,0.611,1426
TotalPersonsinHousehold,survey_replaced_toilets_last_few,0.007,0.000,No,0.787,1493
TotalPersonsinHousehold,survey_retrofit_rebate_3,0.014,0.000,No,0.578,1493
TotalPersonsinHousehold,survey_roof_direction,-0.025,0.001,No,0.332,1493
TotalPersonsinHousehold,survey_shower_bucket,-0.031,0.001,No,0.237,1493
TotalPersonsinHousehold,survey_showers_not_at_home,0.035,0.001,No,0.180,1481
TotalPersonsinHousehold,survey_spa_indoor,0.025,0.001,No,0.358,1402
TotalPersonsinHousehold,survey_spa_or_hot_tub_outdoor,0.012,0.000,No,0.632,1479
TotalPersonsinHousehold,survey_stream,-0.027,0.001,No,0.303,1493
TotalPersonsinHousehold,survey_toilet_inserts,-0.027,0.001,No,0.305,1493
TotalPersonsinHousehold,survey_treatment,-0.044,0.002,No,0.099,1408
TotalPersonsinHousehold,survey_water_feature_indoor,-0.009,0.000,No,0.749,1404
TotalPersonsinHousehold,survey_water_feature_outdoor,-0.131,0.017,No,0.096,163
TotalPersonsinHousehold,survey_well,-0.016,0.000,No,0.526,1493
PctSeasonal,SeasonalKgal,0.671,0.451,Yes,0.000,2925
PctSeasonal,survey_age_of_home,-0.029,0.001,No,0.319,1155
PctSeasonal,survey_income,0.166,0.027,Yes,0.000,1038
