var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_irrigation_inground_cycle,NonseasonalKgal,-0.008,0.000,No,0.789,1188
survey_irrigation_inground_cycle,SeasonalKgal,0.138,0.019,Yes,0.000,1188
survey_irrigation_inground_drip,NonseasonalKgal,0.011,0.000,No,0.714,1188
survey_irrigation_inground_drip,SeasonalKgal,0.230,0.053,Yes,0.000,1188
survey_irrigation_inground_front,NonseasonalKgal,0.095,0.009,Yes,0.001,1188
survey_irrigation_inground_front,SeasonalKgal,0.346,0.119,Yes,0.000,1188
Survey_Irrigation_InGround_Front_Automatic,NonseasonalKgal,0.091,0.008,Yes,0.002,1188
Survey_Irrigation_InGround_Front_Automatic,SeasonalKgal,0.373,0.139,Yes,0.000,1188
survey_irrigation_inground_timer,NonseasonalKgal,0.104,0.011,Yes,0.000,1188
survey_irrigation_inground_timer,SeasonalKgal,0.416,0.173,Yes,0.000,1188
survey_irrigation_inground_timer_adjusted_conservation,NonseasonalKgal,0.062,0.004,Yes,0.034,1188
survey_irrigation_inground_timer_adjusted_conservation,SeasonalKgal,0.318,0.101,Yes,0.000,1188
survey_irrigation_less_often,NonseasonalKgal,-0.035,0.001,No,0.225,1188
survey_irrigation_less_often,SeasonalKgal,-0.079,0.006,Yes,0.007,1188
survey_irrigation_other,NonseasonalKgal,-0.024,0.001,No,0.407,1188
survey_irrigation_other,SeasonalKgal,-0.028,0.001,No,0.336,1188
survey_irrigation_sensor_rain,NonseasonalKgal,0.007,0.000,No,0.821,1023
survey_irrigation_sensor_rain,SeasonalKgal,0.070,0.005,Yes,0.026,1023
survey_irrigation_sensor_soil,NonseasonalKgal,0.001,0.000,No,0.977,1023
survey_irrigation_sensor_soil,SeasonalKgal,0.074,0.005,Yes,0.018,1023
survey_irrigation_soaker,NonseasonalKgal,-0.013,0.000,No,0.665,1188
survey_irrigation_soaker,SeasonalKgal,-0.048,0.002,No,0.098,1188
survey_irrigation_xeri,NonseasonalKgal,-0.035,0.001,No,0.229,1188
survey_irrigation_xeri,SeasonalKgal,0.018,0.000,No,0.527,1188
survey_number_of_adults_summer,NonseasonalKgal,0.422,0.178,Yes,0.000,1188
survey_number_of_adults_summer,SeasonalKgal,0.071,0.005,Yes,0.014,1188
survey_number_of_adults_winter,NonseasonalKgal,0.426,0.182,Yes,0.000,1188
survey_number_of_adults_winter,SeasonalKgal,0.123,0.015,Yes,0.000,1188
survey_number_of_bathroom_sinks,NonseasonalKgal,0.247,0.061,Yes,0.000,1176
survey_number_of_bathroom_sinks,SeasonalKgal,0.425,0.180,Yes,0.000,1176
survey_number_of_bathtub_only,NonseasonalKgal,0.135,0.018,Yes,0.000,765
survey_number_of_bathtub_only,SeasonalKgal,0.206,0.042,Yes,0.000,765
survey_number_of_bathtub_showers,NonseasonalKgal,0.150,0.022,Yes,0.000,1142
survey_number_of_bathtub_showers,SeasonalKgal,0.208,0.043,Yes,0.000,1142
survey_number_of_bathtubs,NonseasonalKgal,0.194,0.038,Yes,0.000,1188
survey_number_of_bathtubs,SeasonalKgal,0.289,0.083,Yes,0.000,1188
survey_number_of_children_summer,NonseasonalKgal,0.260,0.068,Yes,0.000,1188
survey_number_of_children_summer,SeasonalKgal,0.026,0.001,No,0.362,1188
survey_number_of_children_winter,NonseasonalKgal,0.275,0.076,Yes,0.000,1188
survey_number_of_children_winter,SeasonalKgal,0.063,0.004,Yes,0.031,1188
survey_number_of_kitchen_sinks,NonseasonalKgal,0.121,0.015,Yes,0.000,1181
survey_number_of_kitchen_sinks,SeasonalKgal,0.113,0.013,Yes,0.000,1181
survey_number_of_shower_only,NonseasonalKgal,0.138,0.019,Yes,0.000,1004
survey_number_of_shower_only,SeasonalKgal,0.261,0.068,Yes,0.000,1004
survey_number_of_showers,NonseasonalKgal,0.222,0.049,Yes,0.000,1188
survey_number_of_showers,SeasonalKgal,0.394,0.155,Yes,0.000,1188
survey_number_of_showers_lfsh,NonseasonalKgal,0.137,0.019,Yes,0.000,1099
survey_number_of_showers_lfsh,SeasonalKgal,0.235,0.055,Yes,0.000,1099
survey_number_of_teenagers_summer,NonseasonalKgal,0.275,0.076,Yes,0.000,1188
survey_number_of_teenagers_summer,SeasonalKgal,0.051,0.003,No,0.080,1188
survey_number_of_teenagers_winter,NonseasonalKgal,0.272,0.074,Yes,0.000,1188
survey_number_of_teenagers_winter,SeasonalKgal,0.134,0.018,Yes,0.000,1188
survey_number_of_toilets,NonseasonalKgal,0.254,0.064,Yes,0.000,1185
survey_number_of_toilets,SeasonalKgal,0.408,0.166,Yes,0.000,1185
survey_number_of_toilets_16,NonseasonalKgal,0.083,0.007,Yes,0.007,1053
survey_number_of_toilets_16,SeasonalKgal,0.200,0.040,Yes,0.000,1053
survey_number_of_utility_sinks,NonseasonalKgal,0.112,0.013,Yes,0.000,964
survey_number_of_utility_sinks,SeasonalKgal,0.130,0.017,Yes,0.000,964
survey_number_of_whirlpools,NonseasonalKgal,0.173,0.030,Yes,0.000,806
survey_number_of_whirlpools,SeasonalKgal,0.272,0.074,Yes,0.000,806
survey_other_conservation,NonseasonalKgal,-0.053,0.003,No,0.067,1188
survey_other_conservation,SeasonalKgal,-0.007,0.000,No,0.798,1188
survey_other_sources,NonseasonalKgal,-0.029,0.001,No,0.337,1128
survey_other_sources,SeasonalKgal,-0.077,0.006,Yes,0.010,1128
survey_pool,NonseasonalKgal,0.193,0.037,Yes,0.000,1101
survey_pool,SeasonalKgal,0.379,0.144,Yes,0.000,1101
survey_pressure_regulator,NonseasonalKgal,0.043,0.002,No,0.181,977
survey_pressure_regulator,SeasonalKgal,0.184,0.034,Yes,0.000,977
survey_rain_barrel,NonseasonalKgal,-0.037,0.001,No,0.198,1188
survey_rain_barrel,SeasonalKgal,-0.056,0.003,No,0.055,1188
survey_renter,NonseasonalKgal,-0.020,0.000,No,0.491,1165
survey_renter,SeasonalKgal,-0.087,0.008,Yes,0.003,1165
survey_replaced_showerheads_LF,NonseasonalKgal,0.005,0.000,No,0.866,1188
survey_replaced_showerheads_LF,SeasonalKgal,0.006,0.000,No,0.841,1188
survey_replaced_toilets_ulft,NonseasonalKgal,-0.035,0.001,No,0.226,1188
survey_replaced_toilets_ulft,SeasonalKgal,0.057,0.003,No,0.051,1188
survey_roof_direction,NonseasonalKgal,-0.034,0.001,No,0.248,1177
survey_roof_direction,SeasonalKgal,-0.051,0.003,No,0.083,1177
survey_separate_meters,NonseasonalKgal,0.025,0.001,No,0.425,1033
survey_separate_meters,SeasonalKgal,-0.042,0.002,No,0.175,1033
survey_SFR,NonseasonalKgal,0.003,0.000,No,0.911,1172
survey_SFR,SeasonalKgal,0.090,0.008,Yes,0.002,1172
survey_stream,NonseasonalKgal,0.000,0.000,Yes,0.000,71
survey_stream,SeasonalKgal,0.000,0.000,Yes,0.000,71
survey_toilet_inserts,NonseasonalKgal,-0.030,0.001,No,0.299,1188
survey_toilet_inserts,SeasonalKgal,0.021,0.000,No,0.460,1188
survey_treatment,NonseasonalKgal,0.119,0.014,Yes,0.000,1117
survey_treatment,SeasonalKgal,0.135,0.018,Yes,0.000,1117
survey_water_feature_outdoor,NonseasonalKgal,0.043,0.002,No,0.137,1188
survey_water_feature_outdoor,SeasonalKgal,0.101,0.010,Yes,0.000,1188
survey_water_feature_outdoor_fountain,NonseasonalKgal,0.044,0.002,No,0.127,1188
survey_water_feature_outdoor_fountain,SeasonalKgal,0.114,0.013,Yes,0.000,1188
survey_water_feature_outdoor_pond,NonseasonalKgal,0.014,0.000,No,0.633,1188
survey_water_feature_outdoor_pond,SeasonalKgal,0.020,0.000,No,0.499,1188
survey_well,NonseasonalKgal,-0.144,0.021,No,0.230,71
survey_well,SeasonalKgal,-0.346,0.120,Yes,0.003,71
reuws1_attitude_A,NonseasonalKgal,-0.031,0.001,No,0.294,1149
reuws1_attitude_A,SeasonalKgal,-0.024,0.001,No,0.415,1149
survey_drought,NonseasonalKgal,-0.030,0.001,No,0.367,903
survey_drought,SeasonalKgal,-0.012,0.000,No,0.716,903
survey_highest_grade,NonseasonalKgal,0.032,0.001,No,0.280,1140
survey_highest_grade,SeasonalKgal,0.190,0.036,Yes,0.000,1140
AnnualKgal,NonseasonalKgal,0.414,0.172,Yes,0.000,1188
AnnualKgal,SeasonalKgal,0.966,0.934,Yes,0.000,1188
Averageclotheswasherloadgal,NonseasonalKgal,0.188,0.036,Yes,0.000,1160
Averageclotheswasherloadgal,SeasonalKgal,0.029,0.001,No,0.325,1160
Averageshowergal,NonseasonalKgal,0.218,0.047,Yes,0.000,1178
Averageshowergal,SeasonalKgal,0.099,0.010,Yes,0.001,1178
Averageshowermodeflowgpm,NonseasonalKgal,0.100,0.010,Yes,0.001,1178
Averageshowermodeflowgpm,SeasonalKgal,0.139,0.019,Yes,0.000,1178
Averageshowerseconds,NonseasonalKgal,0.083,0.007,Yes,0.004,1178
Averageshowerseconds,SeasonalKgal,-0.010,0.000,No,0.732,1178
Averagetoiletflushvolume,NonseasonalKgal,0.170,0.029,Yes,0.000,1187
Averagetoiletflushvolume,SeasonalKgal,0.030,0.001,No,0.296,1187
Bathtubgpd,NonseasonalKgal,0.235,0.055,Yes,0.000,725
Bathtubgpd,SeasonalKgal,0.008,0.000,No,0.825,725
capita,NonseasonalKgal,0.535,0.286,Yes,0.000,1188
capita,SeasonalKgal,0.123,0.015,Yes,0.000,1188
Clotheswashergpd,NonseasonalKgal,0.685,0.469,Yes,0.000,1160
Clotheswashergpd,SeasonalKgal,0.125,0.016,Yes,0.000,1160
Clotheswasherloadsperday,NonseasonalKgal,0.654,0.428,Yes,0.000,1160
Clotheswasherloadsperday,SeasonalKgal,0.125,0.016,Yes,0.000,1160
Dishwashergpd,NonseasonalKgal,0.344,0.118,Yes,0.000,906
Dishwashergpd,SeasonalKgal,-0.031,0.001,No,0.357,906
Faucetgpd,NonseasonalKgal,0.594,0.352,Yes,0.000,1187
Faucetgpd,SeasonalKgal,0.214,0.046,Yes,0.000,1187
IndoorGPD,NonseasonalKgal,0.991,0.982,Yes,0.000,1187
IndoorGPD,SeasonalKgal,0.201,0.041,Yes,0.000,1187
irrigated_area_sqft,NonseasonalKgal,0.143,0.021,Yes,0.000,1130
irrigated_area_sqft,SeasonalKgal,0.334,0.112,Yes,0.000,1130
Leakgpd,NonseasonalKgal,0.601,0.361,Yes,0.000,1184
Leakgpd,SeasonalKgal,0.102,0.010,Yes,0.000,1184
NonseasonalKgal,Othergpd,0.267,0.071,Yes,0.000,1099
NonseasonalKgal,OutdoorGPD,0.186,0.035,Yes,0.000,1146
NonseasonalKgal,SeasonalKgal,0.167,0.028,Yes,0.000,1188
NonseasonalKgal,Showergpd,0.661,0.437,Yes,0.000,1178
NonseasonalKgal,Showerminutesperday,0.607,0.368,Yes,0.000,1178
NonseasonalKgal,Showersperday,0.633,0.400,Yes,0.000,1178
NonseasonalKgal,Survey_Car_Washed,0.124,0.015,Yes,0.000,1167
NonseasonalKgal,survey_home_value,0.200,0.040,Yes,0.000,1010
NonseasonalKgal,survey_homies,0.121,0.015,Yes,0.000,1171
NonseasonalKgal,survey_household_income,0.188,0.035,Yes,0.000,972
NonseasonalKgal,survey_indoor_sqft,0.220,0.048,Yes,0.000,1075
NonseasonalKgal,survey_irrigation_pct,0.084,0.007,Yes,0.007,1018
NonseasonalKgal,survey_landscape_pct,-0.038,0.001,No,0.237,970
NonseasonalKgal,survey_landscape_turf_pct,-0.001,0.000,No,0.974,970
NonseasonalKgal,survey_monthly_rent,0.207,0.043,Yes,0.025,117
NonseasonalKgal,survey_number_of_adults,0.435,0.189,Yes,0.000,1188
NonseasonalKgal,survey_number_of_children,0.270,0.073,Yes,0.000,1188
NonseasonalKgal,survey_number_of_teenagers,0.277,0.076,Yes,0.000,1188
NonseasonalKgal,survey_parcel_sqft,0.191,0.037,Yes,0.000,960
NonseasonalKgal,survey_walk_washed,0.189,0.036,Yes,0.000,1165
NonseasonalKgal,survey_year_built,0.159,0.025,Yes,0.000,1134
NonseasonalKgal,survey_year_moved_in,0.165,0.027,Yes,0.000,1162
NonseasonalKgal,Toiletflushstdev,0.255,0.065,Yes,0.000,1186
NonseasonalKgal,Toiletgpd,0.668,0.447,Yes,0.000,1187
NonseasonalKgal,TotalGPD,0.379,0.143,Yes,0.000,1187
NonseasonalKgal,survey_age_of_home,-0.159,0.025,Yes,0.000,1134
NonseasonalKgal,RandomSequence,-0.037,0.001,No,0.205,1188
NonseasonalKgal,pct_flushes_gt_2_2,0.133,0.018,Yes,0.000,1187
NonseasonalKgal,pct_flushes_lt_2_2,-0.133,0.018,Yes,0.000,1187
Othergpd,SeasonalKgal,0.225,0.051,Yes,0.000,1099
OutdoorGPD,SeasonalKgal,0.725,0.525,Yes,0.000,1146
SeasonalKgal,Showergpd,0.065,0.004,Yes,0.026,1178
SeasonalKgal,Showerminutesperday,0.046,0.002,No,0.118,1178
SeasonalKgal,Showersperday,0.068,0.005,Yes,0.019,1178
SeasonalKgal,Survey_Car_Washed,-0.003,0.000,No,0.926,1167
SeasonalKgal,survey_home_value,0.540,0.291,Yes,0.000,1010
SeasonalKgal,survey_homies,0.072,0.005,Yes,0.014,1171
SeasonalKgal,survey_household_income,0.428,0.183,Yes,0.000,972
SeasonalKgal,survey_indoor_sqft,0.420,0.176,Yes,0.000,1075
SeasonalKgal,survey_irrigation_pct,0.231,0.053,Yes,0.000,1018
SeasonalKgal,survey_landscape_pct,-0.035,0.001,No,0.277,970
SeasonalKgal,survey_landscape_turf_pct,-0.073,0.005,Yes,0.023,970
SeasonalKgal,survey_monthly_rent,0.234,0.055,Yes,0.011,117
SeasonalKgal,survey_number_of_adults,0.099,0.010,Yes,0.001,1188
SeasonalKgal,survey_number_of_children,0.045,0.002,No,0.123,1188
SeasonalKgal,survey_number_of_teenagers,0.094,0.009,Yes,0.001,1188
SeasonalKgal,survey_parcel_sqft,0.358,0.128,Yes,0.000,960
SeasonalKgal,survey_walk_washed,0.181,0.033,Yes,0.000,1165
SeasonalKgal,survey_year_built,0.194,0.038,Yes,0.000,1134
SeasonalKgal,survey_year_moved_in,0.042,0.002,No,0.150,1162
SeasonalKgal,Toiletflushstdev,0.125,0.016,Yes,0.000,1186
SeasonalKgal,Toiletgpd,0.058,0.003,Yes,0.045,1187
SeasonalKgal,TotalGPD,0.720,0.518,Yes,0.000,1187
SeasonalKgal,survey_age_of_home,-0.194,0.038,Yes,0.000,1134
SeasonalKgal,RandomSequence,0.000,0.000,No,0.998,1188
SeasonalKgal,pct_flushes_gt_2_2,-0.022,0.001,No,0.441,1187
SeasonalKgal,pct_flushes_lt_2_2,0.022,0.001,No,0.441,1187
