var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_irrigation,NormalizedNonseasonal,0.096,0.009,Yes,0.001,1188
survey_irrigation_inground,NormalizedNonseasonal,0.106,0.011,Yes,0.000,1188
survey_irrigation_HOA,NormalizedNonseasonal,0.027,0.001,No,0.359,1188
Survey_Irrigation_InGround_Front_Automatic,NormalizedNonseasonal,0.094,0.009,Yes,0.001,1188
Survey_Irrigation_InGround_Back_Automatic,NormalizedNonseasonal,0.103,0.011,Yes,0.000,1188
survey_irrigation_inground_timer,NormalizedNonseasonal,0.103,0.011,Yes,0.000,1188
survey_irrigation_sensor_rain,NormalizedNonseasonal,0.010,0.000,No,0.756,1023
survey_irrigation_sensor_soil,NormalizedNonseasonal,0.011,0.000,No,0.726,1023
survey_conservation,NormalizedNonseasonal,-0.030,0.001,No,0.310,1126
survey_SFR,NormalizedNonseasonal,0.015,0.000,No,0.598,1172
survey_has_apartment,NormalizedNonseasonal,0.027,0.001,No,0.365,1172
survey_separate_meters,NormalizedNonseasonal,0.049,0.002,No,0.119,1033
survey_household_pays,NormalizedNonseasonal,-0.000,0.000,No,0.990,1178
survey_adults_employed,NormalizedNonseasonal,0.258,0.067,Yes,0.000,1171
survey_floors,NormalizedNonseasonal,0.050,0.002,No,0.090,1167
survey_renter,NormalizedNonseasonal,-0.040,0.002,No,0.178,1165
reuws1_attitude_A,NormalizedNonseasonal,-0.055,0.003,No,0.064,1149
survey_drought,NormalizedNonseasonal,-0.024,0.001,No,0.469,903
survey_highest_grade,NormalizedNonseasonal,0.065,0.004,Yes,0.029,1140
irrigated_area_sqft,NormalizedNonseasonal,0.126,0.016,Yes,0.000,1130
Q3,NormalizedNonseasonal,0.080,0.006,Yes,0.007,1115
Q4no,NormalizedNonseasonal,-0.157,0.025,Yes,0.000,1188
Q4year,NormalizedNonseasonal,0.101,0.010,Yes,0.000,1188
Q5no,NormalizedNonseasonal,-0.185,0.034,Yes,0.000,1188
Q5year,NormalizedNonseasonal,0.154,0.024,Yes,0.000,1188
Q6,NormalizedNonseasonal,0.028,0.001,No,0.339,1188
Q13,NormalizedNonseasonal,0.060,0.004,Yes,0.042,1157
Q14,NormalizedNonseasonal,0.139,0.019,Yes,0.000,1156
Q20,NormalizedNonseasonal,0.095,0.009,Yes,0.001,1188
Q23no,NormalizedNonseasonal,-0.050,0.003,No,0.083,1188
Q23length,NormalizedNonseasonal,0.137,0.019,Yes,0.000,1188
Q23width,NormalizedNonseasonal,0.149,0.022,Yes,0.000,1188
Q23depth,NormalizedNonseasonal,0.118,0.014,Yes,0.000,1188
survey_year,NormalizedNonseasonal,0.000,0.000,No,1.000,1188
survey_parcel_sqft,NormalizedNonseasonal,0.164,0.027,Yes,0.000,960
survey_landscape_pct,NormalizedNonseasonal,-0.008,0.000,No,0.802,970
survey_landscape_turf_pct,NormalizedNonseasonal,0.010,0.000,No,0.758,970
survey_irrigation_pct,NormalizedNonseasonal,0.106,0.011,Yes,0.001,1018
Survey_Car_Washed,NormalizedNonseasonal,0.120,0.014,Yes,0.000,1167
survey_walk_washed,NormalizedNonseasonal,0.164,0.027,Yes,0.000,1165
survey_number_of_adults,NormalizedNonseasonal,0.418,0.175,Yes,0.000,1188
survey_number_of_teenagers,NormalizedNonseasonal,0.251,0.063,Yes,0.000,1188
survey_number_of_children,NormalizedNonseasonal,0.243,0.059,Yes,0.000,1188
capita,NormalizedNonseasonal,0.498,0.248,Yes,0.000,1188
survey_homies,NormalizedNonseasonal,0.095,0.009,Yes,0.001,1171
survey_year_built,NormalizedNonseasonal,0.117,0.014,Yes,0.000,1134
survey_year_moved_in,NormalizedNonseasonal,0.140,0.020,Yes,0.000,1162
survey_indoor_sqft,NormalizedNonseasonal,0.237,0.056,Yes,0.000,1075
survey_monthly_rent,NormalizedNonseasonal,0.153,0.023,No,0.100,117
survey_home_value,NormalizedNonseasonal,0.186,0.034,Yes,0.000,1010
survey_household_income,NormalizedNonseasonal,0.204,0.041,Yes,0.000,972
TraceLengthDays,NormalizedNonseasonal,0.012,0.000,No,0.667,1187
TotalGPD,NormalizedNonseasonal,0.344,0.118,Yes,0.000,1187
IndoorGPD,NormalizedNonseasonal,0.892,0.796,Yes,0.000,1187
OutdoorGPD,NormalizedNonseasonal,0.171,0.029,Yes,0.000,1146
Bathtubgpd,NormalizedNonseasonal,0.228,0.052,Yes,0.000,725
Clotheswashergpd,NormalizedNonseasonal,0.657,0.431,Yes,0.000,1160
Dishwashergpd,NormalizedNonseasonal,0.359,0.129,Yes,0.000,906
Faucetgpd,NormalizedNonseasonal,0.582,0.339,Yes,0.000,1187
Leakgpd,NormalizedNonseasonal,0.436,0.190,Yes,0.000,1184
Othergpd,NormalizedNonseasonal,0.222,0.049,Yes,0.000,1099
Showergpd,NormalizedNonseasonal,0.650,0.423,Yes,0.000,1178
Toiletgpd,NormalizedNonseasonal,0.675,0.456,Yes,0.000,1187
Averageclotheswasherloadgal,NormalizedNonseasonal,0.183,0.033,Yes,0.000,1160
Clotheswasherloadsperday,NormalizedNonseasonal,0.636,0.404,Yes,0.000,1160
Averageshowerseconds,NormalizedNonseasonal,0.096,0.009,Yes,0.001,1178
Averageshowergal,NormalizedNonseasonal,0.230,0.053,Yes,0.000,1178
Averageshowermodeflowgpm,NormalizedNonseasonal,0.094,0.009,Yes,0.001,1178
Showersperday,NormalizedNonseasonal,0.635,0.403,Yes,0.000,1178
Showerminutesperday,NormalizedNonseasonal,0.604,0.365,Yes,0.000,1178
Averagetoiletflushvolume,NormalizedNonseasonal,0.186,0.035,Yes,0.000,1187
Toiletflushstdev,NormalizedNonseasonal,0.242,0.058,Yes,0.000,1186
survey_age_of_home,NormalizedNonseasonal,-0.117,0.014,Yes,0.000,1134
pct_flushes_gt_2_2,NormalizedNonseasonal,0.139,0.019,Yes,0.000,1187
pct_flushes_lt_2_2,NormalizedNonseasonal,-0.139,0.019,Yes,0.000,1187
RandomSequence,NormalizedNonseasonal,-0.013,0.000,No,0.654,1188
NormalizedAnnual,NormalizedNonseasonal,0.603,0.364,Yes,0.000,1188
NormalizedNonseasonal,NormalizedSeasonal,0.175,0.031,Yes,0.000,1063
NormalizedNonseasonal,StandardizedAnnualresidualbyfamily,0.433,0.188,Yes,0.000,1188
NormalizedNonseasonal,StandardizedNonseasonalresidualbyfamily,0.854,0.730,Yes,0.000,1188
NormalizedNonseasonal,StandardizedSeasonalresidualbyfamily,0.088,0.008,Yes,0.004,1063
