var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_adults_employed,Survey_Irrigation_InGround_Front_Automatic,0.001,0.000,No,0.956,5465
survey_adults_employed,survey_irrigation_inground_timer,0.003,0.000,No,0.824,5465
survey_adults_employed,survey_irrigation_inground_timer_adjusted_conservation,0.020,0.000,No,0.132,5465
survey_adults_employed,survey_irrigation_less_often,-0.005,0.000,No,0.695,5465
survey_adults_employed,survey_irrigation_other,-0.019,0.000,No,0.165,5465
survey_adults_employed,survey_irrigation_sensor_rain,0.022,0.001,No,0.121,4767
survey_adults_employed,survey_irrigation_sensor_soil,0.005,0.000,No,0.734,4767
survey_adults_employed,survey_irrigation_soaker,-0.011,0.000,No,0.429,5465
survey_adults_employed,survey_irrigation_xeri,0.008,0.000,No,0.536,5465
survey_adults_employed,survey_number_of_adults_summer,0.478,0.228,Yes,0.000,5433
survey_adults_employed,survey_number_of_adults_winter,0.471,0.222,Yes,0.000,5436
survey_adults_employed,survey_number_of_bathroom_sinks,0.082,0.007,Yes,0.000,5421
survey_adults_employed,survey_number_of_bathtub_only,-0.064,0.004,Yes,0.000,3592
survey_adults_employed,survey_number_of_bathtub_showers,0.122,0.015,Yes,0.000,5306
survey_adults_employed,survey_number_of_bathtubs,0.092,0.009,Yes,0.000,5465
survey_adults_employed,survey_number_of_children_summer,0.124,0.015,Yes,0.000,5465
survey_adults_employed,survey_number_of_children_winter,0.129,0.017,Yes,0.000,5465
survey_adults_employed,survey_number_of_kitchen_sinks,0.029,0.001,Yes,0.035,5437
survey_adults_employed,survey_number_of_shower_only,-0.006,0.000,No,0.674,4648
survey_adults_employed,survey_number_of_showers,0.113,0.013,Yes,0.000,5465
survey_adults_employed,survey_number_of_showers_lfsh,0.086,0.007,Yes,0.000,5050
survey_adults_employed,survey_number_of_teenagers_summer,0.131,0.017,Yes,0.000,5465
survey_adults_employed,survey_number_of_teenagers_winter,0.130,0.017,Yes,0.000,5465
survey_adults_employed,survey_number_of_toilets,0.077,0.006,Yes,0.000,5459
survey_adults_employed,survey_number_of_toilets_16,0.017,0.000,No,0.247,4844
survey_adults_employed,survey_number_of_utility_sinks,-0.021,0.000,No,0.169,4505
survey_adults_employed,survey_number_of_whirlpools,0.038,0.001,Yes,0.021,3726
survey_adults_employed,survey_other_conservation,0.009,0.000,No,0.510,5465
survey_adults_employed,survey_other_sources,-0.027,0.001,No,0.052,5250
survey_adults_employed,survey_pool,0.076,0.006,Yes,0.000,5072
survey_adults_employed,survey_pressure_regulator,-0.031,0.001,Yes,0.039,4468
survey_adults_employed,survey_rain_barrel,-0.012,0.000,No,0.359,5465
survey_adults_employed,survey_renter,0.075,0.006,Yes,0.000,5415
survey_adults_employed,survey_replaced_showerheads_LF,0.039,0.002,Yes,0.004,5465
survey_adults_employed,survey_replaced_toilets_ulft,0.007,0.000,No,0.605,5465
survey_adults_employed,survey_roof_direction,-0.024,0.001,No,0.077,5424
survey_adults_employed,survey_separate_meters,-0.009,0.000,No,0.537,4803
survey_adults_employed,survey_SFR,0.045,0.002,Yes,0.001,5397
survey_adults_employed,survey_stream,-0.005,0.000,No,0.926,301
survey_adults_employed,survey_toilet_inserts,0.002,0.000,No,0.888,5465
survey_adults_employed,survey_treatment,-0.007,0.000,No,0.606,5101
survey_adults_employed,survey_water_feature_outdoor,0.033,0.001,Yes,0.015,5465
survey_adults_employed,survey_water_feature_outdoor_fountain,-0.002,0.000,No,0.896,5465
survey_adults_employed,survey_water_feature_outdoor_pond,0.043,0.002,Yes,0.002,5465
survey_adults_employed,survey_well,-0.118,0.014,Yes,0.041,301
survey_adults_employed,reuws1_attitude_A,-0.050,0.003,Yes,0.000,5311
survey_adults_employed,survey_drought,-0.063,0.004,Yes,0.000,4196
survey_adults_employed,survey_highest_grade,0.116,0.013,Yes,0.000,5288
survey_adults_employed,AnnualKgal,0.112,0.012,Yes,0.000,5013
survey_adults_employed,Averageclotheswasherloadgal,0.068,0.005,Yes,0.022,1145
survey_adults_employed,Averageshowergal,0.081,0.007,Yes,0.006,1161
survey_adults_employed,Averageshowermodeflowgpm,-0.046,0.002,No,0.116,1161
survey_adults_employed,Averageshowerseconds,0.086,0.007,Yes,0.003,1161
survey_adults_employed,Averagetoiletflushvolume,0.009,0.000,No,0.746,1170
survey_adults_employed,Bathtubgpd,0.041,0.002,No,0.270,721
survey_adults_employed,capita,0.418,0.174,Yes,0.000,5465
survey_adults_employed,Clotheswashergpd,0.254,0.064,Yes,0.000,1145
survey_adults_employed,Clotheswasherloadsperday,0.242,0.058,Yes,0.000,1145
survey_adults_employed,Dishwashergpd,0.056,0.003,No,0.092,896
survey_adults_employed,Faucetgpd,0.089,0.008,Yes,0.002,1170
survey_adults_employed,IndoorGPD,0.240,0.058,Yes,0.000,1170
survey_adults_employed,irrigated_area_sqft,0.000,0.000,No,0.995,1114
survey_adults_employed,Leakgpd,0.029,0.001,No,0.327,1167
survey_adults_employed,NonseasonalKgal,0.246,0.061,Yes,0.000,1171
survey_adults_employed,Othergpd,0.015,0.000,No,0.627,1085
survey_adults_employed,OutdoorGPD,0.012,0.000,No,0.678,1129
survey_adults_employed,SeasonalKgal,0.021,0.000,No,0.477,1171
survey_adults_employed,Showergpd,0.355,0.126,Yes,0.000,1161
survey_adults_employed,Showerminutesperday,0.361,0.130,Yes,0.000,1161
survey_adults_employed,Showersperday,0.365,0.133,Yes,0.000,1161
survey_adults_employed,Survey_Car_Washed,0.139,0.019,Yes,0.000,5386
survey_adults_employed,survey_home_value,0.019,0.000,No,0.183,4681
survey_adults_employed,survey_homies,-0.605,0.367,Yes,0.000,5465
survey_adults_employed,survey_household_income,0.273,0.075,Yes,0.000,4516
survey_adults_employed,survey_indoor_sqft,0.041,0.002,Yes,0.004,4915
survey_adults_employed,survey_irrigation_pct,0.060,0.004,Yes,0.000,4690
survey_adults_employed,survey_landscape_pct,0.017,0.000,No,0.256,4398
survey_adults_employed,survey_landscape_turf_pct,0.066,0.004,Yes,0.000,4419
survey_adults_employed,survey_monthly_rent,0.100,0.010,Yes,0.020,539
survey_adults_employed,survey_number_of_adults,0.486,0.236,Yes,0.000,5447
survey_adults_employed,survey_number_of_children,0.127,0.016,Yes,0.000,5465
survey_adults_employed,survey_number_of_teenagers,0.132,0.017,Yes,0.000,5465
survey_adults_employed,survey_parcel_sqft,0.022,0.000,No,0.144,4338
survey_adults_employed,survey_walk_washed,0.052,0.003,Yes,0.000,5375
survey_adults_employed,survey_year_built,0.122,0.015,Yes,0.000,5250
survey_adults_employed,survey_year_moved_in,0.349,0.122,Yes,0.000,5359
survey_adults_employed,Toiletflushstdev,0.026,0.001,No,0.372,1169
survey_adults_employed,Toiletgpd,0.146,0.021,Yes,0.000,1170
survey_adults_employed,TotalGPD,0.059,0.003,Yes,0.045,1170
survey_adults_employed,survey_age_of_home,-0.122,0.015,Yes,0.000,5250
survey_adults_employed,RandomSequence,-0.003,0.000,No,0.799,5465
survey_adults_employed,pct_flushes_gt_2_2,0.003,0.000,No,0.922,1170
survey_adults_employed,pct_flushes_lt_2_2,-0.003,0.000,No,0.922,1170
survey_aquarium,survey_canal_ditch,0.070,0.005,No,0.221,305
survey_aquarium,survey_car_washed_less_often,0.010,0.000,No,0.449,5574
survey_aquarium,survey_cistern,-0.021,0.000,No,0.715,305
survey_aquarium,survey_clothes_washer,-0.002,0.000,No,0.900,5548
survey_aquarium,survey_clothes_washer_front,0.017,0.000,No,0.242,4885
survey_aquarium,survey_clothes_washer_top,-0.019,0.000,No,0.156,5536
survey_aquarium,survey_clothes_washer_used_less,0.011,0.000,No,0.423,5574
survey_aquarium,survey_conservation,0.014,0.000,No,0.320,5318
survey_aquarium,survey_conservation_shower_short,0.021,0.000,No,0.110,5574
survey_aquarium,survey_dishwasher,-0.024,0.001,No,0.074,5438
survey_aquarium,survey_dishwasher_used_less,-0.003,0.000,No,0.809,5574
survey_aquarium,survey_disposal,-0.002,0.000,No,0.911,5467
survey_aquarium,survey_disposal_used_less,-0.007,0.000,No,0.577,5574
survey_aquarium,survey_evap_cooler,0.013,0.000,No,0.335,5113
survey_aquarium,survey_faucet_drips_repaired,-0.005,0.000,No,0.711,5574
survey_aquarium,survey_floors,-0.009,0.000,No,0.482,5506
survey_aquarium,survey_garden_flower,0.001,0.000,No,0.967,5387
survey_aquarium,survey_garden_veggie,0.028,0.001,Yes,0.044,5229
survey_aquarium,survey_gray_water_last_few,0.035,0.001,Yes,0.009,5574
survey_aquarium,survey_greenhouse,0.011,0.000,No,0.451,5142
survey_aquarium,survey_has_alternative_source,0.041,0.002,No,0.477,305
survey_aquarium,survey_has_apartment,0.004,0.000,No,0.774,5493
survey_aquarium,survey_has_been_audited,-0.011,0.000,No,0.406,5574
survey_aquarium,survey_hot_tub,0.003,0.000,No,0.857,5138
survey_aquarium,survey_hot_water_solar,-0.002,0.000,No,0.853,5574
survey_aquarium,survey_hot_water_tankless,-0.003,0.000,No,0.815,5574
survey_aquarium,survey_household_pays,0.010,0.000,No,0.459,5527
survey_aquarium,survey_humidifier,-0.009,0.000,No,0.512,5574
survey_aquarium,survey_ice_maker,0.003,0.000,No,0.838,5574
survey_aquarium,survey_irrigation,-0.013,0.000,No,0.348,5574
survey_aquarium,survey_irrigation_avoid_heat,0.003,0.000,No,0.797,5574
survey_aquarium,survey_irrigation_efficient_system_installed,-0.002,0.000,No,0.895,5574
survey_aquarium,survey_irrigation_hand,0.001,0.000,No,0.946,5574
survey_aquarium,survey_irrigation_HOA,-0.003,0.000,No,0.815,5574
survey_aquarium,survey_irrigation_hose_sprinkler,0.007,0.000,No,0.578,5574
survey_aquarium,survey_irrigation_inground,-0.011,0.000,No,0.413,5574
survey_aquarium,survey_irrigation_inground_back,-0.006,0.000,No,0.628,5574
survey_aquarium,Survey_Irrigation_InGround_Back_Automatic,-0.017,0.000,No,0.192,5574
survey_aquarium,survey_irrigation_inground_cycle,-0.000,0.000,No,0.982,5574
survey_aquarium,survey_irrigation_inground_drip,-0.016,0.000,No,0.237,5574
survey_aquarium,survey_irrigation_inground_front,-0.021,0.000,No,0.113,5574
survey_aquarium,Survey_Irrigation_InGround_Front_Automatic,-0.024,0.001,No,0.069,5574
survey_aquarium,survey_irrigation_inground_timer,-0.022,0.000,No,0.103,5574
survey_aquarium,survey_irrigation_inground_timer_adjusted_conservation,-0.014,0.000,No,0.313,5574
survey_aquarium,survey_irrigation_less_often,-0.001,0.000,No,0.915,5574
survey_aquarium,survey_irrigation_other,0.024,0.001,No,0.073,5574
survey_aquarium,survey_irrigation_sensor_rain,-0.013,0.000,No,0.375,4847
survey_aquarium,survey_irrigation_sensor_soil,-0.008,0.000,No,0.586,4847
survey_aquarium,survey_irrigation_soaker,0.004,0.000,No,0.777,5574
survey_aquarium,survey_irrigation_xeri,-0.015,0.000,No,0.250,5574
survey_aquarium,survey_number_of_adults_summer,0.006,0.000,No,0.637,5530
survey_aquarium,survey_number_of_adults_winter,0.003,0.000,No,0.805,5534
survey_aquarium,survey_number_of_bathroom_sinks,-0.017,0.000,No,0.217,5527
survey_aquarium,survey_number_of_bathtub_only,0.003,0.000,No,0.850,3652
survey_aquarium,survey_number_of_bathtub_showers,-0.016,0.000,No,0.237,5409
survey_aquarium,survey_number_of_bathtubs,-0.004,0.000,No,0.789,5574
survey_aquarium,survey_number_of_children_summer,0.002,0.000,No,0.866,5574
survey_aquarium,survey_number_of_children_winter,0.002,0.000,No,0.861,5574
survey_aquarium,survey_number_of_kitchen_sinks,-0.004,0.000,No,0.788,5545
survey_aquarium,survey_number_of_shower_only,-0.015,0.000,No,0.312,4724
survey_aquarium,survey_number_of_showers,-0.018,0.000,No,0.174,5574
survey_aquarium,survey_number_of_showers_lfsh,0.002,0.000,No,0.867,5149
survey_aquarium,survey_number_of_teenagers_summer,0.013,0.000,No,0.337,5574
survey_aquarium,survey_number_of_teenagers_winter,0.010,0.000,No,0.464,5574
survey_aquarium,survey_number_of_toilets,-0.028,0.001,Yes,0.038,5566
survey_aquarium,survey_number_of_toilets_16,-0.027,0.001,No,0.061,4938
survey_aquarium,survey_number_of_utility_sinks,0.004,0.000,No,0.790,4581
survey_aquarium,survey_number_of_whirlpools,-0.011,0.000,No,0.482,3786
survey_aquarium,survey_other_conservation,0.016,0.000,No,0.235,5574
survey_aquarium,survey_other_sources,0.008,0.000,No,0.559,5347
survey_aquarium,survey_pool,-0.004,0.000,No,0.747,5165
survey_aquarium,survey_pressure_regulator,-0.016,0.000,No,0.277,4550
survey_aquarium,survey_rain_barrel,0.018,0.000,No,0.179,5574
survey_aquarium,survey_renter,0.030,0.001,Yes,0.026,5498
survey_aquarium,survey_replaced_showerheads_LF,0.019,0.000,No,0.148,5574
survey_aquarium,survey_replaced_toilets_ulft,-0.004,0.000,No,0.746,5574
survey_aquarium,survey_roof_direction,0.012,0.000,No,0.378,5532
survey_aquarium,survey_separate_meters,-0.012,0.000,No,0.421,4890
survey_aquarium,survey_SFR,-0.063,0.004,Yes,0.000,5498
survey_aquarium,survey_stream,-0.008,0.000,No,0.888,305
survey_aquarium,survey_toilet_inserts,0.009,0.000,No,0.509,5574
survey_aquarium,survey_treatment,-0.020,0.000,No,0.144,5194
survey_aquarium,survey_water_feature_outdoor,0.052,0.003,Yes,0.000,5574
survey_aquarium,survey_water_feature_outdoor_fountain,0.024,0.001,No,0.077,5574
survey_aquarium,survey_water_feature_outdoor_pond,0.075,0.006,Yes,0.000,5574
survey_aquarium,survey_well,-0.081,0.007,No,0.156,305
survey_aquarium,reuws1_attitude_A,0.012,0.000,No,0.374,5399
survey_aquarium,survey_drought,-0.011,0.000,No,0.480,4267
survey_aquarium,survey_highest_grade,-0.003,0.000,No,0.841,5357
survey_aquarium,AnnualKgal,-0.003,0.000,No,0.839,5106
survey_aquarium,Averageclotheswasherloadgal,-0.056,0.003,No,0.059,1160
survey_aquarium,Averageshowergal,-0.004,0.000,No,0.879,1178
survey_aquarium,Averageshowermodeflowgpm,-0.021,0.000,No,0.469,1178
survey_aquarium,Averageshowerseconds,0.011,0.000,No,0.716,1178
survey_aquarium,Averagetoiletflushvolume,-0.010,0.000,No,0.744,1187
survey_aquarium,Bathtubgpd,0.015,0.000,No,0.678,725
survey_aquarium,capita,0.009,0.000,No,0.480,5574
survey_aquarium,Clotheswashergpd,-0.011,0.000,No,0.712,1160
survey_aquarium,Clotheswasherloadsperday,-0.004,0.000,No,0.893,1160
survey_aquarium,Dishwashergpd,0.001,0.000,No,0.982,906
survey_aquarium,Faucetgpd,0.021,0.000,No,0.476,1187
survey_aquarium,IndoorGPD,-0.000,0.000,No,0.988,1187
survey_aquarium,irrigated_area_sqft,-0.024,0.001,No,0.412,1130
survey_aquarium,Leakgpd,-0.009,0.000,No,0.768,1184
survey_aquarium,NonseasonalKgal,0.000,0.000,No,0.997,1188
survey_aquarium,Othergpd,-0.009,0.000,No,0.759,1099
survey_aquarium,OutdoorGPD,-0.036,0.001,No,0.219,1146
survey_aquarium,SeasonalKgal,-0.044,0.002,No,0.128,1188
survey_aquarium,Showergpd,0.032,0.001,No,0.267,1178
survey_aquarium,Showerminutesperday,0.038,0.001,No,0.197,1178
survey_aquarium,Showersperday,0.032,0.001,No,0.275,1178
survey_aquarium,Survey_Car_Washed,0.006,0.000,No,0.638,5485
survey_aquarium,survey_home_value,-0.004,0.000,No,0.766,4735
survey_aquarium,survey_homies,0.006,0.000,No,0.666,5465
survey_aquarium,survey_household_income,-0.023,0.001,No,0.113,4564
survey_aquarium,survey_indoor_sqft,-0.023,0.001,No,0.104,4984
survey_aquarium,survey_irrigation_pct,-0.003,0.000,No,0.850,4769
survey_aquarium,survey_landscape_pct,0.019,0.000,No,0.193,4470
survey_aquarium,survey_landscape_turf_pct,0.007,0.000,No,0.632,4495
survey_aquarium,survey_monthly_rent,-0.045,0.002,No,0.297,546
survey_aquarium,survey_number_of_adults,0.005,0.000,No,0.709,5545
survey_aquarium,survey_number_of_children,0.002,0.000,No,0.863,5574
survey_aquarium,survey_number_of_teenagers,0.011,0.000,No,0.392,5574
survey_aquarium,survey_parcel_sqft,0.016,0.000,No,0.298,4405
survey_aquarium,survey_walk_washed,0.002,0.000,No,0.891,5476
survey_aquarium,survey_year_built,-0.009,0.000,No,0.516,5330
survey_aquarium,survey_year_moved_in,0.011,0.000,No,0.401,5443
survey_aquarium,Toiletflushstdev,-0.009,0.000,No,0.753,1186
survey_aquarium,Toiletgpd,-0.019,0.000,No,0.519,1187
survey_aquarium,TotalGPD,-0.032,0.001,No,0.267,1187
survey_aquarium,survey_age_of_home,0.009,0.000,No,0.516,5330
survey_aquarium,RandomSequence,-0.032,0.001,Yes,0.018,5574
survey_aquarium,pct_flushes_gt_2_2,-0.015,0.000,No,0.604,1187
survey_aquarium,pct_flushes_lt_2_2,0.015,0.000,No,0.604,1187
survey_canal_ditch,survey_car_washed_less_often,-0.061,0.004,No,0.291,305
survey_canal_ditch,survey_cistern,-0.075,0.006,No,0.193,305
survey_canal_ditch,survey_clothes_washer,-0.123,0.015,Yes,0.033,303
survey_canal_ditch,survey_clothes_washer_front,-0.005,0.000,No,0.941,269
survey_canal_ditch,survey_clothes_washer_top,-0.079,0.006,No,0.169,302
survey_canal_ditch,survey_clothes_washer_used_less,-0.087,0.008,No,0.130,305
survey_canal_ditch,survey_conservation,-0.051,0.003,No,0.382,296
survey_canal_ditch,survey_conservation_shower_short,-0.102,0.010,No,0.074,305
survey_canal_ditch,survey_dishwasher,0.030,0.001,No,0.607,301
survey_canal_ditch,survey_dishwasher_used_less,0.027,0.001,No,0.644,305
survey_canal_ditch,survey_disposal,0.072,0.005,No,0.212,300
survey_canal_ditch,survey_disposal_used_less,-0.003,0.000,No,0.954,305
survey_canal_ditch,survey_evap_cooler,0.331,0.110,Yes,0.000,281
survey_canal_ditch,survey_faucet_drips_repaired,0.050,0.002,No,0.386,305
survey_canal_ditch,survey_floors,-0.082,0.007,No,0.153,304
survey_canal_ditch,survey_garden_flower,-0.116,0.014,Yes,0.045,298
survey_canal_ditch,survey_garden_veggie,-0.082,0.007,No,0.163,290
survey_canal_ditch,survey_gray_water_last_few,-0.104,0.011,No,0.069,305
survey_canal_ditch,survey_greenhouse,-0.021,0.000,No,0.724,286
survey_canal_ditch,survey_has_alternative_source,-0.245,0.060,Yes,0.000,305
survey_canal_ditch,survey_has_apartment,-0.075,0.006,No,0.192,304
survey_canal_ditch,survey_has_been_audited,-0.035,0.001,No,0.539,305
survey_canal_ditch,survey_hot_tub,-0.068,0.005,No,0.254,285
survey_canal_ditch,survey_hot_water_solar,0.000,0.000,Yes,0.000,305
survey_canal_ditch,survey_hot_water_tankless,-0.020,0.000,No,0.724,305
survey_canal_ditch,survey_household_pays,0.000,0.000,Yes,0.000,303
survey_canal_ditch,survey_humidifier,-0.035,0.001,No,0.539,305
survey_canal_ditch,survey_ice_maker,-0.035,0.001,No,0.539,305
survey_canal_ditch,survey_irrigation,-0.346,0.120,Yes,0.000,305
survey_canal_ditch,survey_irrigation_avoid_heat,-0.067,0.005,No,0.240,305
survey_canal_ditch,survey_irrigation_efficient_system_installed,-0.052,0.003,No,0.368,305
survey_canal_ditch,survey_irrigation_hand,-0.089,0.008,No,0.121,305
survey_canal_ditch,survey_irrigation_HOA,-0.020,0.000,No,0.724,305
survey_canal_ditch,survey_irrigation_hose_sprinkler,-0.137,0.019,Yes,0.017,305
survey_canal_ditch,survey_irrigation_inground,-0.126,0.016,Yes,0.028,305
survey_canal_ditch,survey_irrigation_inground_back,-0.150,0.023,Yes,0.009,305
survey_canal_ditch,Survey_Irrigation_InGround_Back_Automatic,-0.080,0.006,No,0.164,305
survey_canal_ditch,survey_irrigation_inground_cycle,-0.029,0.001,No,0.617,305
survey_canal_ditch,survey_irrigation_inground_drip,-0.050,0.003,No,0.382,305
survey_canal_ditch,survey_irrigation_inground_front,-0.086,0.007,No,0.135,305
survey_canal_ditch,Survey_Irrigation_InGround_Front_Automatic,-0.060,0.004,No,0.293,305
survey_canal_ditch,survey_irrigation_inground_timer,-0.074,0.005,No,0.200,305
survey_canal_ditch,survey_irrigation_inground_timer_adjusted_conservation,-0.056,0.003,No,0.327,305
survey_canal_ditch,survey_irrigation_less_often,-0.127,0.016,Yes,0.026,305
survey_canal_ditch,survey_irrigation_other,-0.048,0.002,No,0.402,305
survey_canal_ditch,survey_irrigation_sensor_rain,-0.072,0.005,No,0.255,253
survey_canal_ditch,survey_irrigation_sensor_soil,-0.033,0.001,No,0.597,253
survey_canal_ditch,survey_irrigation_soaker,-0.033,0.001,No,0.569,305
survey_canal_ditch,survey_irrigation_xeri,-0.076,0.006,No,0.186,305
survey_canal_ditch,survey_number_of_adults_summer,-0.036,0.001,No,0.533,302
survey_canal_ditch,survey_number_of_adults_winter,-0.021,0.000,No,0.718,302
survey_canal_ditch,survey_number_of_bathroom_sinks,0.091,0.008,No,0.115,303
survey_canal_ditch,survey_number_of_bathtub_only,-0.015,0.000,No,0.847,178
survey_canal_ditch,survey_number_of_bathtub_showers,0.045,0.002,No,0.441,297
survey_canal_ditch,survey_number_of_bathtubs,0.057,0.003,No,0.322,305
survey_canal_ditch,survey_number_of_children_summer,0.056,0.003,No,0.333,305
survey_canal_ditch,survey_number_of_children_winter,0.088,0.008,No,0.125,305
survey_canal_ditch,survey_number_of_kitchen_sinks,0.032,0.001,No,0.584,303
survey_canal_ditch,survey_number_of_shower_only,0.081,0.007,No,0.209,244
survey_canal_ditch,survey_number_of_showers,0.129,0.017,Yes,0.024,305
survey_canal_ditch,survey_number_of_showers_lfsh,0.017,0.000,No,0.776,282
survey_canal_ditch,survey_number_of_teenagers_summer,-0.003,0.000,No,0.957,305
survey_canal_ditch,survey_number_of_teenagers_winter,-0.000,0.000,No,0.994,305
survey_canal_ditch,survey_number_of_toilets,0.131,0.017,Yes,0.022,305
survey_canal_ditch,survey_number_of_toilets_16,0.013,0.000,No,0.833,267
survey_canal_ditch,survey_number_of_utility_sinks,-0.037,0.001,No,0.552,258
survey_canal_ditch,survey_number_of_whirlpools,0.181,0.033,Yes,0.011,195
survey_canal_ditch,survey_other_conservation,-0.109,0.012,No,0.057,305
survey_canal_ditch,survey_other_sources,0.000,0.000,Yes,0.000,305
survey_canal_ditch,survey_pool,0.134,0.018,Yes,0.023,285
survey_canal_ditch,survey_pressure_regulator,-0.104,0.011,No,0.098,252
survey_canal_ditch,survey_rain_barrel,-0.119,0.014,Yes,0.038,305
survey_canal_ditch,survey_renter,-0.068,0.005,No,0.242,299
survey_canal_ditch,survey_replaced_showerheads_LF,-0.105,0.011,No,0.068,305
survey_canal_ditch,survey_replaced_toilets_ulft,-0.019,0.000,No,0.739,305
survey_canal_ditch,survey_roof_direction,-0.176,0.031,Yes,0.004,274
survey_canal_ditch,survey_separate_meters,-0.028,0.001,No,0.641,280
survey_canal_ditch,survey_SFR,0.034,0.001,No,0.560,305
survey_canal_ditch,survey_stream,-0.029,0.001,No,0.617,305
survey_canal_ditch,survey_toilet_inserts,0.015,0.000,No,0.796,305
survey_canal_ditch,survey_treatment,0.081,0.006,No,0.177,283
survey_canal_ditch,survey_water_feature_outdoor,0.015,0.000,No,0.790,305
survey_canal_ditch,survey_water_feature_outdoor_fountain,0.100,0.010,No,0.080,305
survey_canal_ditch,survey_water_feature_outdoor_pond,-0.046,0.002,No,0.426,305
survey_canal_ditch,survey_well,-0.289,0.084,Yes,0.000,305
survey_canal_ditch,reuws1_attitude_A,0.069,0.005,No,0.239,293
survey_canal_ditch,survey_drought,0.180,0.032,Yes,0.005,245
survey_canal_ditch,survey_highest_grade,0.117,0.014,Yes,0.047,289
survey_canal_ditch,AnnualKgal,0.252,0.063,Yes,0.000,287
survey_canal_ditch,Averageclotheswasherloadgal,0.001,0.000,No,0.993,69
survey_canal_ditch,Averageshowergal,0.081,0.007,No,0.506,70
survey_canal_ditch,Averageshowermodeflowgpm,0.180,0.033,No,0.135,70
survey_canal_ditch,Averageshowerseconds,-0.058,0.003,No,0.633,70
survey_canal_ditch,Averagetoiletflushvolume,0.087,0.008,No,0.470,71
survey_canal_ditch,capita,0.028,0.001,No,0.627,305
survey_canal_ditch,Clotheswashergpd,0.059,0.003,No,0.633,69
survey_canal_ditch,Clotheswasherloadsperday,0.071,0.005,No,0.562,69
survey_canal_ditch,Faucetgpd,-0.025,0.001,No,0.837,71
survey_canal_ditch,IndoorGPD,0.066,0.004,No,0.584,71
survey_canal_ditch,irrigated_area_sqft,0.248,0.062,Yes,0.040,69
