var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_irrigation_inground_front,survey_number_of_bathroom_sinks,0.368,0.135,Yes,0.000,5527
survey_irrigation_inground_front,survey_number_of_kitchen_sinks,0.007,0.000,No,0.584,5545
survey_irrigation_inground_front,survey_number_of_utility_sinks,0.023,0.001,No,0.126,4581
survey_irrigation_inground_front,survey_number_of_bathtubs,0.218,0.048,Yes,0.000,5574
survey_irrigation_inground_front,survey_number_of_showers,0.306,0.093,Yes,0.000,5574
survey_irrigation_inground_front,survey_disposal,0.357,0.127,Yes,0.000,5467
survey_irrigation_inground_front,survey_clothes_washer_top,0.075,0.006,Yes,0.000,5536
survey_irrigation_inground_front,survey_clothes_washer_front,0.015,0.000,No,0.279,4885
survey_irrigation_inground_front,survey_dishwasher,0.281,0.079,Yes,0.000,5438
survey_irrigation_inground_front,survey_pool,0.189,0.036,Yes,0.000,5165
survey_irrigation_inground_front,survey_hot_tub,0.116,0.013,Yes,0.000,5138
survey_irrigation_inground_front,survey_evap_cooler,0.005,0.000,No,0.718,5113
survey_irrigation_inground_front,survey_pressure_regulator,0.249,0.062,Yes,0.000,4550
survey_irrigation_inground_front,survey_treatment,0.018,0.000,No,0.184,5194
survey_irrigation_inground_front,survey_greenhouse,0.004,0.000,No,0.796,5142
survey_irrigation_inground_front,survey_garden_flower,0.037,0.001,Yes,0.007,5387
survey_irrigation_inground_front,survey_garden_veggie,-0.033,0.001,Yes,0.016,5229
survey_irrigation_inground_front,survey_clothes_washer,0.082,0.007,Yes,0.000,5548
survey_irrigation_inground_front,survey_aquarium,-0.021,0.000,No,0.113,5574
survey_irrigation_inground_front,survey_hot_water_solar,-0.001,0.000,No,0.943,5574
survey_irrigation_inground_front,survey_humidifier,0.004,0.000,No,0.753,5574
survey_irrigation_inground_front,survey_ice_maker,0.038,0.001,Yes,0.005,5574
survey_irrigation_inground_front,survey_hot_water_tankless,-0.003,0.000,No,0.815,5574
survey_irrigation_inground_front,survey_water_feature_outdoor_fountain,0.047,0.002,Yes,0.000,5574
survey_irrigation_inground_front,survey_water_feature_outdoor_pond,0.032,0.001,Yes,0.017,5574
survey_irrigation_inground_front,survey_water_feature_outdoor,0.056,0.003,Yes,0.000,5574
survey_irrigation_inground_front,survey_number_of_showers_lfsh,0.192,0.037,Yes,0.000,5149
survey_irrigation_inground_front,survey_number_of_toilets_16,0.151,0.023,Yes,0.000,4938
survey_irrigation_inground_front,survey_other_sources,-0.035,0.001,Yes,0.009,5347
survey_irrigation_inground_front,survey_canal_ditch,-0.086,0.007,No,0.135,305
survey_irrigation_inground_front,survey_cistern,-0.155,0.024,Yes,0.007,305
survey_irrigation_inground_front,survey_well,0.269,0.073,Yes,0.000,305
survey_irrigation_inground_front,survey_stream,-0.060,0.004,No,0.298,305
survey_irrigation_inground_front,survey_has_alternative_source,-0.158,0.025,Yes,0.006,305
survey_irrigation_inground_front,survey_rain_barrel,-0.069,0.005,Yes,0.000,5574
survey_irrigation_inground_front,survey_roof_direction,-0.058,0.003,Yes,0.000,5532
survey_irrigation_inground_front,survey_irrigation,0.296,0.088,Yes,0.000,5574
survey_irrigation_inground_front,survey_irrigation_inground,0.929,0.863,Yes,0.000,5574
survey_irrigation_inground_front,survey_irrigation_HOA,-0.003,0.000,No,0.815,5574
survey_irrigation_inground_front,Survey_Irrigation_InGround_Front_Automatic,0.715,0.511,Yes,0.000,5574
survey_irrigation_inground_front,Survey_Irrigation_InGround_Back_Automatic,0.596,0.356,Yes,0.000,5574
survey_irrigation_inground_front,survey_irrigation_inground_timer,0.684,0.467,Yes,0.000,5574
survey_irrigation_inground_front,survey_irrigation_sensor_rain,0.148,0.022,Yes,0.000,4847
survey_irrigation_inground_front,survey_irrigation_sensor_soil,0.070,0.005,Yes,0.000,4847
survey_irrigation_inground_front,survey_conservation,0.024,0.001,No,0.086,5318
survey_irrigation_inground_front,survey_SFR,0.064,0.004,Yes,0.000,5498
survey_irrigation_inground_front,survey_has_apartment,-0.049,0.002,Yes,0.000,5493
survey_irrigation_inground_front,survey_separate_meters,0.002,0.000,No,0.887,4890
survey_irrigation_inground_front,survey_household_pays,-0.038,0.001,Yes,0.005,5527
survey_irrigation_inground_front,survey_adults_employed,0.012,0.000,No,0.395,5465
survey_irrigation_inground_front,survey_floors,0.005,0.000,No,0.706,5506
survey_irrigation_inground_front,survey_renter,-0.109,0.012,Yes,0.000,5498
survey_irrigation_inground_front,reuws1_attitude_A,-0.033,0.001,Yes,0.015,5399
survey_irrigation_inground_front,survey_drought,0.085,0.007,Yes,0.000,4267
survey_irrigation_inground_front,survey_highest_grade,0.199,0.040,Yes,0.000,5357
survey_irrigation_inground_front,irrigated_area_sqft,0.051,0.003,No,0.086,1130
survey_irrigation_inground_front,Q3,0.118,0.014,Yes,0.000,5259
survey_irrigation_inground_front,Q4no,-0.091,0.008,Yes,0.000,5573
survey_irrigation_inground_front,Q4year,0.123,0.015,Yes,0.000,5574
survey_irrigation_inground_front,Q5no,-0.274,0.075,Yes,0.000,5574
survey_irrigation_inground_front,Q5year,0.252,0.063,Yes,0.000,5574
survey_irrigation_inground_front,Q6,-0.051,0.003,Yes,0.000,5574
survey_irrigation_inground_front,Q13,0.361,0.130,Yes,0.000,5422
survey_irrigation_inground_front,Q14,0.393,0.154,Yes,0.000,5414
survey_irrigation_inground_front,Q20,0.248,0.062,Yes,0.000,5574
survey_irrigation_inground_front,Q23no,-0.128,0.016,Yes,0.000,5574
survey_irrigation_inground_front,Q23length,0.178,0.032,Yes,0.000,5574
survey_irrigation_inground_front,Q23width,0.170,0.029,Yes,0.000,5574
survey_irrigation_inground_front,Q23depth,0.174,0.030,Yes,0.000,5574
survey_irrigation_inground_front,survey_year,0.000,0.000,No,1.000,5574
survey_irrigation_inground_front,survey_parcel_sqft,0.136,0.018,Yes,0.000,4405
survey_irrigation_inground_front,survey_landscape_pct,-0.007,0.000,No,0.648,4470
survey_irrigation_inground_front,survey_landscape_turf_pct,-0.037,0.001,Yes,0.014,4495
survey_irrigation_inground_front,survey_irrigation_pct,0.315,0.099,Yes,0.000,4769
survey_irrigation_inground_front,Survey_Car_Washed,-0.007,0.000,No,0.587,5485
survey_irrigation_inground_front,survey_walk_washed,0.096,0.009,Yes,0.000,5476
survey_irrigation_inground_front,survey_number_of_adults,0.045,0.002,Yes,0.001,5545
survey_irrigation_inground_front,survey_number_of_teenagers,0.003,0.000,No,0.824,5574
survey_irrigation_inground_front,survey_number_of_children,0.029,0.001,Yes,0.029,5574
survey_irrigation_inground_front,capita,0.049,0.002,Yes,0.000,5574
survey_irrigation_inground_front,survey_homies,0.026,0.001,No,0.059,5465
survey_irrigation_inground_front,survey_year_built,0.225,0.051,Yes,0.000,5330
survey_irrigation_inground_front,survey_year_moved_in,0.073,0.005,Yes,0.000,5443
survey_irrigation_inground_front,survey_indoor_sqft,0.311,0.097,Yes,0.000,4984
survey_irrigation_inground_front,survey_monthly_rent,0.367,0.135,Yes,0.000,546
survey_irrigation_inground_front,survey_home_value,0.327,0.107,Yes,0.000,4735
survey_irrigation_inground_front,survey_household_income,0.301,0.090,Yes,0.000,4564
survey_irrigation_inground_front,TraceLengthDays,0.055,0.003,No,0.058,1187
survey_irrigation_inground_front,TotalGPD,0.240,0.057,Yes,0.000,1187
survey_irrigation_inground_front,IndoorGPD,0.094,0.009,Yes,0.001,1187
survey_irrigation_inground_front,OutdoorGPD,0.231,0.053,Yes,0.000,1146
survey_irrigation_inground_front,Bathtubgpd,0.023,0.001,No,0.536,725
survey_irrigation_inground_front,Clotheswashergpd,0.068,0.005,Yes,0.021,1160
survey_irrigation_inground_front,Dishwashergpd,0.039,0.002,No,0.242,906
survey_irrigation_inground_front,Faucetgpd,0.097,0.009,Yes,0.001,1187
survey_irrigation_inground_front,Leakgpd,0.055,0.003,No,0.057,1184
survey_irrigation_inground_front,Othergpd,-0.019,0.000,No,0.531,1099
survey_irrigation_inground_front,Showergpd,0.058,0.003,Yes,0.045,1178
survey_irrigation_inground_front,Toiletgpd,0.041,0.002,No,0.161,1187
survey_irrigation_inground_front,Averageclotheswasherloadgal,0.030,0.001,No,0.312,1160
survey_irrigation_inground_front,Clotheswasherloadsperday,0.056,0.003,No,0.059,1160
survey_irrigation_inground_front,Averageshowerseconds,0.017,0.000,No,0.570,1178
survey_irrigation_inground_front,Averageshowergal,0.040,0.002,No,0.170,1178
survey_irrigation_inground_front,Averageshowermodeflowgpm,0.018,0.000,No,0.536,1178
survey_irrigation_inground_front,Showersperday,0.053,0.003,No,0.069,1178
survey_irrigation_inground_front,Showerminutesperday,0.048,0.002,No,0.100,1178
survey_irrigation_inground_front,Averagetoiletflushvolume,-0.027,0.001,No,0.357,1187
survey_irrigation_inground_front,Toiletflushstdev,0.079,0.006,Yes,0.006,1186
survey_irrigation_inground_front,survey_age_of_home,-0.225,0.051,Yes,0.000,5330
survey_irrigation_inground_front,pct_flushes_gt_2_2,-0.070,0.005,Yes,0.016,1187
survey_irrigation_inground_front,pct_flushes_lt_2_2,0.070,0.005,Yes,0.016,1187
survey_irrigation_inground_front,RandomSequence,-0.024,0.001,No,0.077,5574
survey_irrigation_inground_front,NormalizedAnnual,0.285,0.081,Yes,0.000,5104
survey_irrigation_inground_front,NormalizedNonseasonal,0.099,0.010,Yes,0.001,1188
survey_irrigation_inground_front,NormalizedSeasonal,0.298,0.089,Yes,0.000,1063
survey_irrigation_inground_front,StandardizedAnnualresidualbyfamily,0.290,0.084,Yes,0.000,5075
survey_irrigation_inground_front,StandardizedNonseasonalresidualbyfamily,0.082,0.007,Yes,0.005,1188
survey_irrigation_inground_front,StandardizedSeasonalresidualbyfamily,0.288,0.083,Yes,0.000,1063
survey_irrigation_inground_back,survey_irrigation_inground_drip,0.249,0.062,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_soaker,-0.075,0.006,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_hose_sprinkler,-0.386,0.149,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_hand,-0.133,0.018,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_other,-0.039,0.002,Yes,0.004,5574
survey_irrigation_inground_back,survey_conservation_shower_short,0.020,0.000,No,0.143,5574
survey_irrigation_inground_back,survey_replaced_showerheads_LF,-0.018,0.000,No,0.173,5574
survey_irrigation_inground_back,survey_toilet_inserts,-0.012,0.000,No,0.360,5574
survey_irrigation_inground_back,survey_replaced_toilets_ulft,0.036,0.001,Yes,0.008,5574
survey_irrigation_inground_back,survey_disposal_used_less,0.110,0.012,Yes,0.000,5574
survey_irrigation_inground_back,survey_dishwasher_used_less,0.198,0.039,Yes,0.000,5574
survey_irrigation_inground_back,survey_clothes_washer_used_less,0.025,0.001,No,0.057,5574
survey_irrigation_inground_back,survey_faucet_drips_repaired,0.029,0.001,Yes,0.032,5574
survey_irrigation_inground_back,survey_gray_water_last_few,-0.045,0.002,Yes,0.001,5574
survey_irrigation_inground_back,survey_car_washed_less_often,-0.013,0.000,No,0.323,5574
survey_irrigation_inground_back,survey_irrigation_less_often,-0.070,0.005,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_avoid_heat,0.085,0.007,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_xeri,0.053,0.003,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_inground_timer_adjusted_conservation,0.488,0.238,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_efficient_system_installed,0.141,0.020,Yes,0.000,5574
survey_irrigation_inground_back,survey_irrigation_inground_cycle,0.119,0.014,Yes,0.000,5574
survey_irrigation_inground_back,survey_has_been_audited,0.057,0.003,Yes,0.000,5574
survey_irrigation_inground_back,survey_other_conservation,-0.038,0.001,Yes,0.004,5574
survey_irrigation_inground_back,survey_number_of_adults_winter,0.013,0.000,No,0.333,5534
survey_irrigation_inground_back,survey_number_of_teenagers_winter,0.015,0.000,No,0.250,5574
survey_irrigation_inground_back,survey_number_of_children_winter,0.048,0.002,Yes,0.000,5574
survey_irrigation_inground_back,survey_number_of_adults_summer,0.028,0.001,Yes,0.035,5530
survey_irrigation_inground_back,survey_number_of_teenagers_summer,0.014,0.000,No,0.308,5574
survey_irrigation_inground_back,survey_number_of_children_summer,0.043,0.002,Yes,0.001,5574
survey_irrigation_inground_back,survey_number_of_toilets,0.343,0.118,Yes,0.000,5566
survey_irrigation_inground_back,survey_number_of_bathtub_showers,0.183,0.034,Yes,0.000,5409
survey_irrigation_inground_back,survey_number_of_bathtub_only,0.172,0.030,Yes,0.000,3652
survey_irrigation_inground_back,survey_number_of_shower_only,0.228,0.052,Yes,0.000,4724
survey_irrigation_inground_back,survey_number_of_whirlpools,0.131,0.017,Yes,0.000,3786
survey_irrigation_inground_back,survey_number_of_bathroom_sinks,0.404,0.163,Yes,0.000,5527
survey_irrigation_inground_back,survey_number_of_kitchen_sinks,0.027,0.001,Yes,0.048,5545
survey_irrigation_inground_back,survey_number_of_utility_sinks,0.041,0.002,Yes,0.005,4581
survey_irrigation_inground_back,survey_number_of_bathtubs,0.244,0.060,Yes,0.000,5574
survey_irrigation_inground_back,survey_number_of_showers,0.326,0.106,Yes,0.000,5574
survey_irrigation_inground_back,survey_disposal,0.360,0.129,Yes,0.000,5467
survey_irrigation_inground_back,survey_clothes_washer_top,0.074,0.005,Yes,0.000,5536
survey_irrigation_inground_back,survey_clothes_washer_front,0.014,0.000,No,0.331,4885
